,Year,Source,Topic_ID,Most_freq_words
0,2018,Medium,0,"['monster', 'nail', 'argument', 'web', 'platform', 'london', 'terror', 'hundred', 'rich', 'generate']"
1,2018,Medium,1,"['panic_attack', 'attack', 'google', 'emergency', 'heart', 'todo', 'killer', 'occur', 'minute', 'happen']"
2,2018,Medium,2,"['realise', 'intention', 'valid', 'recognise', 'gut', 'daily_basis', 'map', 'disaster', 'complain', 'dramatic']"
3,2018,Medium,3,"['list', 'meeting', 'coffee', 'cell', 'traffic', 'delay', 'order', 'series', 'law', 'ideal']"
4,2018,Medium,4,"['man', 'partner', 'relationship', 'wife', 'abuse', 'direct', 'crying', 'honesty', 'stroke', 'guy']"
5,2018,Medium,5,"['eat', 'food', 'meal', 'body', 'plant', 'healthy', 'unexpected', 'forgive', 'size', 'self_esteem']"
6,2018,Medium,6,"['write', 'book', 'read', 'post', 'writing', 'email', 'article', 'writer', 'page', 'paper']"
7,2018,Medium,7,"['experience', 'feeling', 'person', 'anxious', 'situation', 'thought', 'understand', 'change', 'learn', 'other']"
8,2018,Medium,8,"['look', 'hand', 'eye', 'face', 'light', 'walk', 'dark', 'door', 'close', 'smile']"
9,2018,Medium,9,"['clean', 'smell', 'clothe', 'wash', 'lock', 'shower', 'bathroom', 'surely', 'flood', 'fire']"
10,2018,Medium,10,"['happy', 'sad', 'happiness', 'weight', 'sadness', 'angry', 'ball', 'smile', 'bottom', 'urge']"
11,2018,Medium,11,"['stress', 'exercise', 'reduce', 'mood', 'healthy', 'health', 'technique', 'level', 'yoga', 'increase']"
12,2018,Medium,12,"['mother', 'mom', 'year', 'dad', 'family', 'parent', 'father', 'sister', 'daughter', 'home']"
13,2018,Medium,13,"['student', 'class', 'university', 'school', 'college', 'service', 'exam', 'group', 'member', 'attend']"
14,2018,Medium,14,"['mind', 'thought', 'body', 'calm', 'breathe', 'try', 'breath', 'focus', 'run', 'breathing']"
15,2018,Medium,15,"['com', 'blog', 'originally_publishe', 'www', 'event', 'overthinke', 'uk', 'squeeze', 'visit', 'march']"
16,2018,Medium,16,"['worry', 'med', 'worried', 'cigarette', 'anxious', 'insane', 'problem', 'socially', 'concern', 'happen']"
17,2018,Medium,17,"['brain', 'study', 'show', 'research', 'researcher', 'fund', 'assessment', 'university', 'finding', 'assess']"
18,2018,Medium,18,"['child', 'parent', 'kid', 'school', 'young', 'age', 'adult', 'social', 'self_esteem', 'teenager']"
19,2018,Medium,19,"['emotion', 'emotional', 'client', 'behavior', 'energy', 'trauma', 'anger', 'guilt', 'resource', 'responsible']"
20,2018,Medium,20,"['woman', 'value', 'respect', 'cultivate', 'religion', 'cruel', 'victim', 'religious', 'wear', 'claim']"
21,2018,Medium,21,"['love', 'god', 'fly', 'faith', 'plane', 'pray', 'trust', 'vacation', 'believe', 'destination']"
22,2018,Medium,22,"['also', 'use', 'problem', 'result', 'high', 'lead', 'however', 'level', 'state', 'many']"
23,2018,Medium,23,"['moment', 'present', 'future', 'tomorrow', 'past', 'existence', 'grateful', 'live', 'today', 'presence']"
24,2018,Medium,24,"['goal', 'success', 'business', 'achieve', 'produce', 'company', 'successful', 'cup', 'progress', 'tea']"
25,2018,Medium,25,"['holiday', 'christmas', 'travel', 'trip', 'city', 'dose', 'experiment', 'photo', 'card', 'party']"
26,2018,Medium,26,"['beautiful', 'joy', 'soul', 'darkness', 'peace', 'internet', 'picture', 'gift', 'dance', 'freedom']"
27,2018,Medium,27,"['self', 'care', 'confidence', 'paranoia', 'strength', 'mistake', 'confront', 'awareness', 'navigate', 'massage']"
28,2018,Medium,28,"['tell', 'still', 'back', 'friend', 'ask', 'maybe', 'leave', 'talk', 'call', 'first']"
29,2018,Medium,29,"['interview', 'game', 'play', 'average', 'speak', 'film', 'speech', 'audience', 'speaker', 'twitter']"
30,2018,Medium,30,"['music', 'fuck', 'fucking', 'listen', 'belly', 'noise', 'sound', 'hate', 'shut', 'poem']"
31,2018,Medium,31,"['sleep', 'night', 'morning', 'hour', 'bed', 'week', 'wake', 'drink', 'dog', 'phone']"
32,2018,Medium,32,"['pressure', 'ocd', 'baby', 'loss', 'perform', 'expectation', 'reward', 'excitement', 'addiction', 'expect']"
33,2018,Medium,33,"['car', 'drive', 'ride', 'house', 'road', 'rain', 'shop', 'home', 'driver', 'soothe']"
34,2018,Medium,34,"['que', 'la', 'com', 'un', 'adolescent', 'validation', 'favor', 'do', 'eat', 'final']"
35,2018,Medium,35,"['meditation', 'practice', 'meditate', 'limb', 'minute', 'sit', 'alarm', 'suffer', 'present', 'twice']"
36,2018,Medium,36,"['fear', 'worker', 'irrational', 'courage', 'rejection', 'danger', 'threat', 'safety', 'phobia', 'overcome']"
37,2018,Medium,37,"['year', 'start', 'much', 'really', 'need', 'always', 'see', 'hard', 'lot', 'try']"
38,2018,Medium,38,"['world', 'story', 'share', 'find', 'love', 'word', 'live', 'speak', 'question', 'hope']"
39,2018,Medium,39,"['pain', 'fight', 'die', 'lose', 'panic', 'heart', 'memory', 'afraid', 'death', 'alive']"
40,2018,Medium,40,"['depression', 'mental_health', 'talk', 'issue', 'therapy', 'struggle', 'therapist', 'mental', 'suffer', 'support']"
41,2018,Medium,41,"['human', 'social', 'need', 'many', 'become', 'live', 'group', 'sense', 'social_media', 'news']"
42,2018,Medium,42,"['disorder', 'symptom', 'treatment', 'medication', 'doctor', 'cause', 'patient', 'condition', 'drug', 'experience']"
43,2018,Medium,43,"['project', 'task', 'new', 'failure', 'team', 'create', 'creative', 'focus', 'skill', 'series']"
